strike,optiontype,BUY/SELL,price,current_price,Datetime
18100,CE,SELL,127.55,220.75,2023-05-19 09:33:59
18100,CE,SELL,114.25,220.75,2023-05-19 09:39:59
18800,CE,BUY,2.3,0.05,2023-05-19 09:39:59
18100,CE,SELL,102.15,220.75,2023-05-19 09:54:59
18800,CE,BUY,2.35,0.05,2023-05-19 09:54:59
18100,CE,SELL,89.55,220.75,2023-05-19 10:39:59
18800,CE,BUY,2.35,0.05,2023-05-19 10:39:59
18100,PE,SELL,27.85,0.05,2023-05-22 09:32:59
17400,PE,BUY,2.35,0.05,2023-05-22 09:32:59
18100,PE,SELL,23.65,0.05,2023-05-22 09:37:59
17400,PE,BUY,2.3,0.05,2023-05-22 09:37:59
18100,PE,SELL,20.35,0.05,2023-05-22 10:45:59
17400,PE,BUY,2.2,0.05,2023-05-22 10:45:59
18100,PE,SELL,17.55,0.05,2023-05-22 13:56:59
17400,PE,BUY,2.15,0.05,2023-05-22 13:56:59
18100,PE,SELL,15.35,0.05,2023-05-22 14:12:59
17400,PE,BUY,2.2,0.05,2023-05-22 14:12:59
18100,PE,SELL,13.1,0.05,2023-05-22 15:04:59
17400,PE,BUY,2.25,0.05,2023-05-22 15:04:59
18100,PE,SELL,8.75,0.05,2023-05-23 09:46:59
17400,PE,BUY,2.45,0.05,2023-05-23 09:46:59
18100,PE,SELL,7.8,0.05,2023-05-23 10:27:59
17400,PE,BUY,2.25,0.05,2023-05-23 10:27:59
17400,PE,BUY,2.0,0.05,2023-05-23 12:36:59
18100,PE,SELL,6.7,0.05,2023-05-23 12:36:59
18100,PE,SELL,5.9,0.05,2023-05-23 13:47:59
17400,PE,BUY,1.95,0.05,2023-05-23 13:47:59
18100,PE,SELL,5.3,0.05,2023-05-23 14:20:59
17400,PE,BUY,1.9,0.05,2023-05-23 14:20:59
18100,PE,SELL,4.55,0.05,2023-05-24 10:45:59
17400,PE,BUY,1.45,0.05,2023-05-24 10:45:59
18100,PE,SELL,4.0,0.05,2023-05-24 15:21:59
17400,PE,BUY,0.7,0.05,2023-05-24 15:21:59
18100,PE,SELL,3.0,0.05,2023-05-25 09:32:59
17400,PE,BUY,0.45,0.05,2023-05-25 09:32:59
17400,PE,BUY,0.5,0.05,2023-05-25 09:51:59
18100,PE,SELL,2.2,0.05,2023-05-25 09:51:59
18100,PE,SELL,1.95,0.05,2023-05-25 10:21:59
17400,PE,BUY,0.55,0.05,2023-05-25 10:21:59
18100,PE,SELL,1.7,0.05,2023-05-25 10:49:59
17400,PE,BUY,0.45,0.05,2023-05-25 10:49:59
18100,PE,SELL,1.5,0.05,2023-05-25 11:57:59
17400,PE,BUY,0.3,0.05,2023-05-25 11:57:59
18100,PE,SELL,1.15,0.05,2023-05-25 12:50:59
17400,PE,BUY,0.3,0.05,2023-05-25 12:50:59
18100,PE,SELL,0.9,0.05,2023-05-25 14:05:59
17400,PE,BUY,0.15,0.05,2023-05-25 14:05:59
17400,PE,BUY,0.15,0.05,2023-05-25 14:06:59
18100,PE,SELL,0.8,0.05,2023-05-25 14:06:59
18100,PE,SELL,0.45,0.05,2023-05-25 14:39:59
17400,PE,BUY,0.15,0.05,2023-05-25 14:39:59
18100,PE,SELL,0.35,0.05,2023-05-25 14:46:59
17400,PE,BUY,0.15,0.05,2023-05-25 14:46:59
18100,PE,SELL,0.2,0.05,2023-05-25 14:50:59
17400,PE,BUY,0.1,0.05,2023-05-25 14:50:59
18100,PE,SELL,0.1,0.05,2023-05-25 14:57:59
17400,PE,BUY,0.05,0.05,2023-05-25 14:57:59
17400,PE,BUY,0.05,0.05,2023-05-25 15:16:59
18100,PE,SELL,0.05,0.05,2023-05-25 15:16:59
19250,CE,BUY,18.7,0.55,2023-06-01 09:20:59
17850,PE,BUY,35.6,0.6,2023-06-01 09:20:59
18550,CE,SELL,248.2,263.7,2023-06-01 09:20:59
18550,PE,SELL,172.25,2.45,2023-06-01 09:20:59
18550,CE,SELL,222.95,263.7,2023-06-01 14:45:59
19250,CE,BUY,14.95,0.55,2023-06-01 14:45:59
18550,PE,SELL,151.3,2.45,2023-06-02 13:26:59
17850,PE,BUY,26.4,0.6,2023-06-02 13:26:59
18550,PE,SELL,117.6,2.45,2023-06-05 12:24:59
17850,PE,BUY,20.55,0.6,2023-06-05 12:24:59
18550,PE,SELL,105.75,2.45,2023-06-07 09:22:59
17850,PE,BUY,19.1,0.6,2023-06-07 09:22:59
18550,PE,SELL,94.5,2.45,2023-06-07 12:47:59
17850,PE,BUY,17.65,0.6,2023-06-07 12:47:59
17850,PE,BUY,17.8,0.6,2023-06-08 10:47:59
18550,PE,SELL,80.5,2.45,2023-06-08 10:47:59
17850,PE,BUY,11.3,0.6,2023-06-13 11:28:59
18550,PE,SELL,71.9,2.45,2023-06-13 11:28:59
18550,PE,SELL,64.4,2.45,2023-06-14 09:21:59
17850,PE,BUY,10.45,0.6,2023-06-14 09:21:59
18550,PE,SELL,57.75,2.45,2023-06-14 13:37:59
17850,PE,BUY,10.4,0.6,2023-06-14 13:37:59
18550,PE,SELL,51.8,2.45,2023-06-15 09:54:59
17850,PE,BUY,9.2,0.6,2023-06-15 09:54:59
18550,PE,SELL,39.15,2.45,2023-06-16 10:30:59
17850,PE,BUY,6.25,0.6,2023-06-16 10:30:59
18550,PE,SELL,34.1,2.45,2023-06-16 14:14:59
17850,PE,BUY,6.55,0.6,2023-06-16 14:14:59
18550,PE,SELL,30.65,2.45,2023-06-16 14:49:59
17850,PE,BUY,7.1,0.6,2023-06-16 14:49:59
17850,PE,BUY,4.55,0.6,2023-06-20 15:11:59
18550,PE,SELL,27.35,2.45,2023-06-20 15:11:59
18550,PE,SELL,24.35,2.45,2023-06-20 15:24:59
17850,PE,BUY,4.35,0.6,2023-06-20 15:24:59
17850,PE,BUY,3.95,0.6,2023-06-21 13:37:59
18550,PE,SELL,21.85,2.45,2023-06-21 13:37:59
18550,PE,SELL,19.5,2.45,2023-06-21 15:06:59
17850,PE,BUY,3.95,0.6,2023-06-21 15:06:59
18550,PE,SELL,13.8,2.45,2023-06-22 13:38:59
17850,PE,BUY,2.85,0.6,2023-06-22 13:38:59
18550,PE,SELL,16.9,2.45,2023-06-22 15:29:59
17850,PE,BUY,2.9,0.6,2023-06-22 15:29:59
18550,CE,SELL,195.65,263.7,2023-06-23 09:27:59
19250,CE,BUY,2.9,0.55,2023-06-23 09:27:59
19250,CE,BUY,2.1,0.55,2023-06-26 09:21:59
18550,CE,SELL,173.3,263.7,2023-06-26 09:21:59
18550,CE,SELL,155.6,263.7,2023-06-26 12:59:59
19250,CE,BUY,2.05,0.55,2023-06-26 12:59:59
17850,PE,BUY,1.45,0.6,2023-06-27 09:20:59
18550,PE,SELL,9.0,2.45,2023-06-27 09:20:59
18550,PE,SELL,8.0,2.45,2023-06-27 09:24:59
17850,PE,BUY,1.5,0.6,2023-06-27 09:24:59
18550,PE,SELL,7.05,2.45,2023-06-27 11:28:59
17850,PE,BUY,1.15,0.6,2023-06-27 11:28:59
18550,PE,SELL,5.85,2.45,2023-06-27 11:46:59
17850,PE,BUY,1.15,0.6,2023-06-27 11:46:59
18550,PE,SELL,5.2,2.45,2023-06-27 12:02:59
17850,PE,BUY,1.15,0.6,2023-06-27 12:02:59
18550,PE,SELL,4.45,2.45,2023-06-27 13:11:59
17850,PE,BUY,1.05,0.6,2023-06-27 13:11:59
17850,PE,BUY,1.05,0.6,2023-06-27 13:51:59
18550,PE,SELL,4.0,2.45,2023-06-27 13:51:59
18550,PE,SELL,3.55,2.45,2023-06-27 14:10:59
17850,PE,BUY,1.35,0.6,2023-06-27 14:10:59
18550,PE,SELL,3.15,2.45,2023-06-27 14:52:59
17850,PE,BUY,1.05,0.6,2023-06-27 14:52:59
17850,PE,BUY,1.2,0.6,2023-06-27 15:08:59
18550,PE,SELL,2.8,2.45,2023-06-27 15:08:59
17850,PE,BUY,0.6,0.6,2023-06-27 15:29:59
18550,PE,SELL,2.45,2.45,2023-06-27 15:29:59
18600,PE,BUY,38.7,0.05,2023-07-03 09:20:59
19300,CE,SELL,223.55,360.3,2023-07-03 09:20:59
19300,PE,SELL,183.7,0.05,2023-07-03 09:20:59
20000,CE,BUY,15.85,0.05,2023-07-03 09:20:59
19300,PE,SELL,161.65,0.05,2023-07-03 13:04:59
18600,PE,BUY,37.0,0.05,2023-07-03 13:04:59
19300,PE,SELL,145.0,0.05,2023-07-04 09:31:59
18600,PE,BUY,33.4,0.05,2023-07-04 09:31:59
18600,PE,BUY,27.55,0.05,2023-07-06 10:13:59
19300,PE,SELL,129.9,0.05,2023-07-06 10:13:59
19300,PE,SELL,116.4,0.05,2023-07-06 14:18:59
18600,PE,BUY,24.9,0.05,2023-07-06 14:18:59
19300,PE,SELL,104.55,0.05,2023-07-07 09:57:59
18600,PE,BUY,21.35,0.05,2023-07-07 09:57:59
18600,PE,BUY,13.9,0.05,2023-07-11 09:53:59
19300,PE,SELL,82.7,0.05,2023-07-11 09:53:59
19300,PE,SELL,74.15,0.05,2023-07-11 12:00:59
18600,PE,BUY,13.1,0.05,2023-07-11 12:00:59
19300,PE,SELL,61.95,0.05,2023-07-13 09:20:59
18600,PE,BUY,9.9,0.05,2023-07-13 09:20:59
19300,PE,SELL,54.8,0.05,2023-07-13 09:48:59
18600,PE,BUY,10.55,0.05,2023-07-13 09:48:59
19300,PE,SELL,47.8,0.05,2023-07-14 15:00:59
18600,PE,BUY,7.5,0.05,2023-07-14 15:00:59
19300,PE,SELL,42.85,0.05,2023-07-14 15:17:59
18600,PE,BUY,7.95,0.05,2023-07-14 15:17:59
18600,PE,BUY,7.85,0.05,2023-07-14 15:29:59
19300,PE,SELL,38.5,0.05,2023-07-14 15:29:59
19300,PE,SELL,34.5,0.05,2023-07-17 10:18:59
18600,PE,BUY,7.5,0.05,2023-07-17 10:18:59
19300,PE,SELL,30.9,0.05,2023-07-17 13:42:59
18600,PE,BUY,7.85,0.05,2023-07-17 13:42:59
18600,PE,BUY,9.55,0.05,2023-07-18 09:20:59
19300,PE,SELL,27.75,0.05,2023-07-18 09:20:59
18600,PE,BUY,7.65,0.05,2023-07-18 13:56:59
19300,PE,SELL,24.35,0.05,2023-07-18 13:56:59
19300,PE,SELL,21.8,0.05,2023-07-18 15:29:59
18600,PE,BUY,6.4,0.05,2023-07-18 15:29:59
19300,PE,SELL,19.3,0.05,2023-07-19 09:20:59
18600,PE,BUY,6.3,0.05,2023-07-19 09:20:59
19300,PE,SELL,17.05,0.05,2023-07-19 12:50:59
18600,PE,BUY,5.05,0.05,2023-07-19 12:50:59
19300,PE,SELL,15.3,0.05,2023-07-19 14:43:59
18600,PE,BUY,5.0,0.05,2023-07-19 14:43:59
19300,PE,SELL,13.6,0.05,2023-07-19 14:59:59
18600,PE,BUY,4.6,0.05,2023-07-19 14:59:59
19300,PE,SELL,12.1,0.05,2023-07-20 09:36:59
18600,PE,BUY,4.8,0.05,2023-07-20 09:36:59
19300,PE,SELL,10.6,0.05,2023-07-20 14:14:59
18600,PE,BUY,4.4,0.05,2023-07-20 14:14:59
19300,PE,SELL,9.45,0.05,2023-07-20 15:00:59
18600,PE,BUY,4.35,0.05,2023-07-20 15:00:59
18600,PE,BUY,1.95,0.05,2023-07-21 15:16:59
19300,PE,SELL,8.45,0.05,2023-07-21 15:16:59
19300,PE,SELL,7.55,0.05,2023-07-24 10:06:59
18600,PE,BUY,1.75,0.05,2023-07-24 10:06:59
19300,PE,SELL,6.75,0.05,2023-07-24 10:35:59
18600,PE,BUY,2.0,0.05,2023-07-24 10:35:59
19300,PE,SELL,6.0,0.05,2023-07-24 12:52:59
18600,PE,BUY,1.55,0.05,2023-07-24 12:52:59
19300,PE,SELL,5.35,0.05,2023-07-24 14:04:59
18600,PE,BUY,1.5,0.05,2023-07-24 14:04:59
19300,PE,SELL,4.7,0.05,2023-07-25 11:55:59
18600,PE,BUY,1.3,0.05,2023-07-25 11:55:59
19300,PE,SELL,3.4,0.05,2023-07-25 13:00:59
18600,PE,BUY,1.25,0.05,2023-07-25 13:00:59
19300,PE,SELL,2.85,0.05,2023-07-25 14:22:59
18600,PE,BUY,1.1,0.05,2023-07-25 14:22:59
19300,PE,SELL,2.35,0.05,2023-07-25 14:58:59
18600,PE,BUY,0.9,0.05,2023-07-25 14:58:59
19300,PE,SELL,2.05,0.05,2023-07-25 15:27:59
18600,PE,BUY,0.7,0.05,2023-07-25 15:27:59
19300,PE,SELL,1.8,0.05,2023-07-26 13:06:59
18600,PE,BUY,0.85,0.05,2023-07-26 13:06:59
19300,PE,SELL,1.6,0.05,2023-07-26 14:08:59
18600,PE,BUY,0.8,0.05,2023-07-26 14:08:59
19300,PE,SELL,1.3,0.05,2023-07-26 14:55:59
18600,PE,BUY,0.5,0.05,2023-07-26 14:55:59
19300,PE,SELL,1.15,0.05,2023-07-26 14:57:59
18600,PE,BUY,0.55,0.05,2023-07-26 14:57:59
19300,PE,SELL,1.0,0.05,2023-07-26 15:29:59
18600,PE,BUY,0.4,0.05,2023-07-26 15:29:59
19300,PE,SELL,0.85,0.05,2023-07-27 09:43:59
18600,PE,BUY,0.4,0.05,2023-07-27 09:43:59
19300,PE,SELL,0.75,0.05,2023-07-27 10:05:59
18600,PE,BUY,0.3,0.05,2023-07-27 10:05:59
19300,PE,SELL,0.65,0.05,2023-07-27 10:39:59
18600,PE,BUY,0.25,0.05,2023-07-27 10:39:59
18600,PE,BUY,0.4,0.05,2023-07-27 14:08:59
19300,PE,SELL,0.55,0.05,2023-07-27 14:08:59
18600,PE,BUY,0.25,0.05,2023-07-27 14:14:59
19300,PE,SELL,0.4,0.05,2023-07-27 14:14:59
19300,PE,SELL,0.35,0.05,2023-07-27 14:28:59
18600,PE,BUY,0.3,0.05,2023-07-27 14:28:59
19300,PE,SELL,0.3,0.05,2023-07-27 14:32:59
18600,PE,BUY,0.3,0.05,2023-07-27 14:32:59
19300,PE,SELL,0.25,0.05,2023-07-27 14:44:59
18600,PE,BUY,0.2,0.05,2023-07-27 14:44:59
19300,PE,SELL,0.2,0.05,2023-07-27 15:01:59
18600,PE,BUY,0.15,0.05,2023-07-27 15:01:59
19300,PE,SELL,0.15,0.05,2023-07-27 15:06:59
18600,PE,BUY,0.15,0.05,2023-07-27 15:06:59
19300,PE,SELL,0.1,0.05,2023-07-27 15:10:59
18600,PE,BUY,0.15,0.05,2023-07-27 15:10:59
19300,PE,SELL,0.05,0.05,2023-07-27 15:18:59
18600,PE,BUY,0.05,0.05,2023-07-27 15:18:59
19050,PE,BUY,32.35,0.1,2023-08-01 09:20:59
20450,CE,BUY,36.45,0.05,2023-08-01 09:20:59
19750,CE,SELL,287.8,0.1,2023-08-01 09:20:59
19750,PE,SELL,181.2,497.6,2023-08-01 09:20:59
19750,CE,SELL,250.0,0.1,2023-08-01 10:48:59
20450,CE,BUY,28.2,0.05,2023-08-01 10:48:59
19750,CE,SELL,201.45,0.1,2023-08-02 09:20:59
20450,CE,BUY,19.8,0.05,2023-08-02 09:20:59
19750,CE,SELL,179.1,0.1,2023-08-02 10:32:59
20450,CE,BUY,16.95,0.05,2023-08-02 10:32:59
19750,CE,SELL,161.1,0.1,2023-08-02 11:34:59
20450,CE,BUY,17.25,0.05,2023-08-02 11:34:59
19750,CE,SELL,144.15,0.1,2023-08-02 13:27:59
20450,CE,BUY,16.55,0.05,2023-08-02 13:27:59
20450,CE,BUY,16.2,0.05,2023-08-02 14:19:59
19750,CE,SELL,128.9,0.1,2023-08-02 14:19:59
19750,CE,SELL,115.85,0.1,2023-08-03 12:20:59
20450,CE,BUY,15.35,0.05,2023-08-03 12:20:59
19750,CE,SELL,102.2,0.1,2023-08-03 12:45:59
20450,CE,BUY,15.25,0.05,2023-08-03 12:45:59
20450,CE,BUY,15.15,0.05,2023-08-03 13:20:59
19750,CE,SELL,91.8,0.1,2023-08-03 13:20:59
20450,CE,BUY,8.0,0.05,2023-08-11 09:21:59
19750,CE,SELL,80.35,0.1,2023-08-11 09:21:59
19750,CE,SELL,71.65,0.1,2023-08-11 09:50:59
20450,CE,BUY,7.45,0.05,2023-08-11 09:50:59
19750,CE,SELL,64.35,0.1,2023-08-11 11:02:59
20450,CE,BUY,7.2,0.05,2023-08-11 11:02:59
19750,CE,SELL,34.45,0.1,2023-08-14 09:52:59
20450,CE,BUY,6.3,0.05,2023-08-14 09:52:59
19750,CE,SELL,30.85,0.1,2023-08-16 09:34:59
20450,CE,BUY,5.6,0.05,2023-08-16 09:34:59
20450,CE,BUY,4.4,0.05,2023-08-17 12:45:59
19750,CE,SELL,27.65,0.1,2023-08-17 12:45:59
20450,CE,BUY,3.45,0.05,2023-08-17 15:20:59
19750,CE,SELL,24.8,0.1,2023-08-17 15:20:59
19750,CE,SELL,15.8,0.1,2023-08-18 09:22:59
20450,CE,BUY,3.3,0.05,2023-08-18 09:22:59
19750,CE,SELL,14.1,0.1,2023-08-18 10:12:59
20450,CE,BUY,3.25,0.05,2023-08-18 10:12:59
19750,CE,SELL,12.65,0.1,2023-08-18 13:14:59
20450,CE,BUY,2.9,0.05,2023-08-18 13:14:59
19750,CE,SELL,11.25,0.1,2023-08-22 14:39:59
20450,CE,BUY,2.55,0.05,2023-08-22 14:39:59
19750,CE,SELL,9.85,0.1,2023-08-23 09:28:59
20450,CE,BUY,2.2,0.05,2023-08-23 09:28:59
19750,CE,SELL,8.55,0.1,2023-08-23 09:54:59
20450,CE,BUY,2.3,0.05,2023-08-23 09:54:59
19750,CE,SELL,7.45,0.1,2023-08-24 15:24:59
20450,CE,BUY,1.7,0.05,2023-08-24 15:24:59
19750,CE,SELL,4.65,0.1,2023-08-25 09:20:59
20450,CE,BUY,1.8,0.05,2023-08-25 09:20:59
19750,CE,SELL,4.1,0.1,2023-08-25 11:13:59
20450,CE,BUY,1.6,0.05,2023-08-25 11:13:59
19750,CE,SELL,3.65,0.1,2023-08-28 09:23:59
20450,CE,BUY,1.5,0.05,2023-08-28 09:23:59
19750,CE,SELL,3.25,0.1,2023-08-28 09:36:59
20450,CE,BUY,1.35,0.05,2023-08-28 09:36:59
19750,CE,SELL,2.9,0.1,2023-08-28 11:12:59
20450,CE,BUY,1.5,0.05,2023-08-28 11:12:59
19750,CE,SELL,2.6,0.1,2023-08-28 14:23:59
20450,CE,BUY,1.2,0.05,2023-08-28 14:23:59
19750,CE,SELL,2.3,0.1,2023-08-28 15:17:59
20450,CE,BUY,1.1,0.05,2023-08-28 15:17:59
19750,CE,SELL,2.05,0.1,2023-08-29 10:01:59
20450,CE,BUY,1.4,0.05,2023-08-29 10:01:59
19750,CE,SELL,1.8,0.1,2023-08-29 13:01:59
20450,CE,BUY,1.0,0.05,2023-08-29 13:01:59
19750,CE,SELL,1.6,0.1,2023-08-29 13:17:59
20450,CE,BUY,0.9,0.05,2023-08-29 13:17:59
19750,CE,SELL,1.4,0.1,2023-08-29 15:10:59
20450,CE,BUY,0.85,0.05,2023-08-29 15:10:59
19750,CE,SELL,1.2,0.1,2023-08-30 09:20:59
20450,CE,BUY,0.8,0.05,2023-08-30 09:20:59
19750,CE,SELL,1.05,0.1,2023-08-30 09:27:59
20450,CE,BUY,0.65,0.05,2023-08-30 09:27:59
19750,CE,SELL,0.9,0.1,2023-08-30 11:40:59
20450,CE,BUY,0.6,0.05,2023-08-30 11:40:59
