strike,optiontype,BUY/SELL,price,current_price,Datetime
21400,PE,BUY,0.45,0.05,28/03/2024 13:03:59
22100,PE,SELL,1.15,0.2,28/03/2024 13:24:59
21400,PE,BUY,0.35,0.05,28/03/2024 13:24:59
22100,PE,SELL,1.0,0.2,28/03/2024 13:51:59
21400,PE,BUY,0.35,0.05,28/03/2024 13:51:59
22100,PE,SELL,0.85,0.2,28/03/2024 14:39:59
21400,PE,BUY,0.5,0.05,28/03/2024 14:39:59
22100,PE,SELL,0.65,0.2,28/03/2024 14:52:59
21400,PE,BUY,0.4,0.05,28/03/2024 14:52:59
22100,PE,SELL,0.55,0.2,28/03/2024 14:55:59
21400,PE,BUY,0.3,0.05,28/03/2024 14:55:59
22100,PE,SELL,0.35,0.2,28/03/2024 15:17:59
21400,PE,BUY,0.05,0.05,28/03/2024 15:17:59
22100,PE,SELL,0.3,0.2,28/03/2024 15:19:59
21400,PE,BUY,0.05,0.05,28/03/2024 15:19:59
22100,PE,SELL,0.25,0.2,28/03/2024 15:21:59
21400,PE,BUY,0.05,0.05,28/03/2024 15:21:59
22100,PE,SELL,0.15,0.2,28/03/2024 15:22:59
21400,PE,BUY,0.05,0.05,28/03/2024 15:22:59
22100,PE,SELL,0.1,0.2,28/03/2024 15:25:59
21400,PE,BUY,0.05,0.05,28/03/2024 15:25:59
